orderId,Account,Order ID,B/S,Contract,Product,Product Description,avgPrice,filledQty,Fill Time,lastCommandId,Status,_priceFormat,_priceFormatType,_tickSize,spreadDefinitionId,Version ID,Timestamp,Date,Quantity,Text,Type,Limit Price,Stop Price,decimalLimit,decimalStop,Filled Qty,Avg Fill Price,decimalFillAvg
6301600104,375145,6301600104, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600104, Canceled,-2,0,0.25,,6301600104,12/03/2024 10:51:32,12/3/24,1,, Limit,21179.75,,21179.75,,,,
6301600111,375145,6301600111, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21180.0,1,12/03/2024 10:52:02,6301600111, Filled,-2,0,0.25,,6301600111,12/03/2024 10:52:01,12/3/24,1,, Limit,21180.00,,21180.0,,1,21180.00,21180.0
6301600122,375145,6301600122, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21171.75,1,12/03/2024 10:52:15,6301600128, Filled,-2,0,0.25,,6301600128,12/03/2024 10:52:10,12/3/24,1,, Stop,,21172.00,,21172.0,1,21171.75,21171.75
6301600124,375145,6301600124, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600124, Canceled,-2,0,0.25,,6301600124,12/03/2024 10:52:02,12/3/24,1,, Limit,21190.25,,21190.25,,,,
6301600145,375145,6301600145, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21205.5,1,12/03/2024 11:47:04,6301600145, Filled,-2,0,0.25,,6301600145,12/03/2024 11:47:04,12/3/24,1,, Stop,,21205.50,,21205.5,1,21205.50,21205.5
6301600154,375145,6301600154, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600170, Canceled,-2,0,0.25,,6301600170,12/03/2024 11:49:28,12/3/24,1,, Stop,,21202.25,,21202.25,,,
6301600156,375145,6301600156, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21218.0,1,12/03/2024 11:49:43,6301600165, Filled,-2,0,0.25,,6301600165,12/03/2024 11:47:13,12/3/24,1,, Limit,21218.00,,21218.0,,1,21218.00,21218.0
6301600192,375145,6301600192, Buy,NQZ4,NQ,E-Mini NASDAQ 100,,,,6301600192, Rejected,-2,0,0.25,,6301600192,12/04/2024 09:35:27,12/4/24,1,, Stop,,21414.25,,21414.25,,,
6301600194,375145,6301600194, Buy,NQZ4,NQ,E-Mini NASDAQ 100,,,,6301600194, Rejected,-2,0,0.25,,6301600194,12/04/2024 09:35:37,12/4/24,1,, Stop,,21414.75,,21414.75,,,
6301600196,375145,6301600196, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21415.5,1,12/04/2024 09:35:54,6301600196, Filled,-2,0,0.25,,6301600196,12/04/2024 09:35:54,12/4/24,1,, Market,,,,,1,21415.50,21415.5
6301600205,375145,6301600205, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21416.5,1,12/04/2024 09:37:14,6301600236, Filled,-2,0,0.25,,6301600236,12/04/2024 09:37:12,12/4/24,1,, Stop,,21416.50,,21416.5,1,21416.50,21416.5
6301600207,375145,6301600207, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600216, Canceled,-2,0,0.25,,6301600216,12/04/2024 09:36:00,12/4/24,1,, Limit,21431.75,,21431.75,,,,
6301600258,375145,6301600258, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600258, Canceled,-2,0,0.25,,6301600258,12/05/2024 14:45:55,12/5/24,1,, Limit,21496.75,,21496.75,,,,
6301600268,375145,6301600268, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21651.5,1,12/06/2024 13:52:02,6301600268, Filled,-2,0,0.25,,6301600268,12/06/2024 13:51:58,12/6/24,1,, Stop,,21651.50,,21651.5,1,21651.50,21651.5
6301600278,375145,6301600278, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600334, Canceled,-2,0,0.25,,6301600334,12/06/2024 13:59:02,12/6/24,1,, Stop,,21652.50,,21652.5,,,
6301600280,375145,6301600280, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21657.5,1,12/06/2024 13:59:15,6301600289, Filled,-2,0,0.25,,6301600289,12/06/2024 13:52:27,12/6/24,1,, Limit,21657.50,,21657.5,,1,21657.50,21657.5
6301600356,375145,6301600356, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600356, Canceled,-2,0,0.25,,6301600356,12/10/2024 12:14:04,12/10/24,1,, Stop,,21464.00,,21464.0,,,
6301600366,375145,6301600366, Buy,NQZ4,NQ,E-Mini NASDAQ 100,,,,6301600366, Rejected,-2,0,0.25,,6301600366,12/11/2024 14:53:55,12/11/24,1,, Stop,,21796.25,,21796.25,,,
6301600371,375145,6301600371, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21675.25,1,12/12/2024 09:40:02,6301600371, Filled,-2,0,0.25,,6301600371,12/12/2024 09:40:02,12/12/24,1,, Limit,21677.00,,21677.0,,1,21675.25,21675.25
6301600381,375145,6301600381, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21676.0,1,12/12/2024 09:42:08,6301600407, Filled,-2,0,0.25,,6301600407,12/12/2024 09:42:06,12/12/24,1,, Stop,,21676.00,,21676.0,1,21676.00,21676.0
6301600383,375145,6301600383, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600397, Canceled,-2,0,0.25,,6301600397,12/12/2024 09:40:23,12/12/24,1,, Limit,21688.50,,21688.5,,,,
6301600424,375145,6301600424, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21667.75,1,12/12/2024 10:09:06,6301600424, Filled,-2,0,0.25,,6301600424,12/12/2024 10:08:56,12/12/24,1,, Limit,21667.75,,21667.75,,1,21667.75,21667.75
6301600433,375145,6301600433, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21659.0,1,12/12/2024 10:09:19,6301600439, Filled,-2,0,0.25,,6301600439,12/12/2024 10:09:15,12/12/24,1,, Stop,,21659.00,,21659.0,1,21659.00,21659.0
6301600435,375145,6301600435, Sell,MNQZ4,MNQ,Micro E-mini NASDAQ-100,,,,6301600435, Canceled,-2,0,0.25,,6301600435,12/12/2024 10:09:06,12/12/24,1,, Limit,21678.00,,21678.0,,,,
6301600456,375145,6301600456, Buy,MNQZ4,MNQ,Micro E-mini NASDAQ-100,21636.25,1,12/12/2024 10:16:39,6301600456, Filled,-2,0,0.25,,6301600456,12/12/2024 10:16:39,12/12/24,1,, Market,,,,,1,21636.25,21636.25
